S. No.,Br. No. ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
"2,121",1205,25-May-15,70845,Hired Vehicle Rent-Officers,Hired Vehicle Rent,S. S. Soudi. Tours and Travels,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA.2 gÀ ªÀiÁZÀğ 2015 £ÉÃ wAUÀ¼À mÁmÁ ¸ÀÄªÉÆÃ ªÁºÀ£À ¨sÁrUÉÀ ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ ©®Äè ,"Dharwad division Zonal no 02  Payment regarding Office vehicle rent for the month of Mar-2015
",28-May-15,24000,08-Jun-15,24000
"2,122",1204,25-May-15,71150,Hired Vehicle Rent-Officers,Hired Vehicle Rent,S. S. Soudi. Tours and Travels,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA.2 gÀ ¥sÉ§ÄæªÀj 2015 £ÉÃ wAUÀ¼À mÁmÁ ¸ÀÄªÉÆÃ ªÁºÀ£À ¨sÁrUÉÀ ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ ©®Äè.,"Dharwad division Zonal no 02  Payment regarding Office vehicle rent for the month of Feb 2015
",28-May-15,24000,08-Jun-15,24000
"2,123",1124,21-May-15,72014,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Om Travels,ªÀ®AiÀÄ PÀZÉÃj £ÀA: 07 PÀAzÁAiÀÄ C¢üPÁjUÀ½UÉ ¥ÀÆgÉÊ¹zÀ mÁmÁ EArPÁ ªÁºÀ£ÀzÀ ¨sÁrUÉ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. K¦æÃ¯ï-2015,Zonal-07 Revenue officer Hired Vehicle Rent bill. April-2015,30-May-15,18000,08-Jun-15,18000
"2,124",1151,22-May-15,72160,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Om Travels,¸ÀºÁAiÀÄPÀ PÁAiÀÄğ¤ªÁğºÀPÀ C©üAiÀÄAvÀgÀgÀÄ (AiÉÆÃd£É) ºÀÄ§â½î EªÀjUÉ ªÁºÀ£À MzÀV¹zÀPÁÌV K¦æÃ¯ï-2015 £ÉÃ wAUÀ½£À ªÁºÀ£À ¨ÁrUÉ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. PÉJ-25 ¹-9881,Bill to Om travels Hubli for Providing Vehicle to Asst. Executive Engineer (Project) Hubli for the month of April-2015 (KA-25 C-9881),30-May-15,19392,08-Jun-15,19392
"2,125",1150,22-May-15,72159,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Om Travels,¸ÀºÁAiÀÄPÀ PÁAiÀÄğ¤ªÁğºÀPÀ C©üAiÀÄAvÀgÀgÀÄ (AiÉÆÃd£É) ºÀÄ§â½î EªÀjUÉ ªÁºÀ£À MzÀV¹zÀPÁÌV ªÀiÁZÀğ-2015 £ÉÃ wAUÀ½£À ªÁºÀ£À ¨ÁrUÉ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. PÉJ-25 ¹-9881,Bill to Om travels Hubli for Providing Vehicle to Asst. Executive Engineer (Project) Hubli for the month of March-2015 (KA-25 C-9881),30-May-15,18000,08-Jun-15,18000
"2,126",1285,27-May-15,72228,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Om Travels,«±ÉÃµÀ C¢üPÁjUÀ¼ÀÄ G¥ÀAiÉÆÃV¹zÀ mÁmÁ EArUÉÆ E¹J¸ï ªÁºÀ£À ¨sÁrUÉ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. K¦æÃ¯ï-2015 (PÉJ-25 r-1009),Hired vehicle rent for Special officer at month of April-2015 payment regarding (KA-25 D-1009),02-Jun-15,19500,08-Jun-15,19500
"2,127",1461,02-Jun-15,68116,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Om Travels,"¯ÉPÀÌzÀ ±ÁSÉ PÀZÉÃj PÉ®¸ÀPÁÌV G¥ÀAiÉÆÃV¸ÀÄªÀ ªÁºÀ£À ¸ÀASÉå PÉJ-25,¹-5355 £ÉÃzÀİgÀ ªÉÄÃ-2015 wAUÀ½£À ªÁºÀ£À ¨ÁrUÉ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.
","Account office vehicle bill KA-25,C-5355 Month of May-2015.",03-Jun-15,18000,08-Jun-15,18000
"2,128",1453,02-Jun-15,72414,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Killedar S F,"¯ÉPÀÌzÀ ±ÁSÉ PÀZÉÃj PÉ®¸ÀPÁÌV G¥ÀAiÉÆÃV¸ÀÄªÀ ªÁºÀ£À ¸ÀASÉå PÉJ-25,r-108 £ÉÃzÀİgÀ ªÉÄÃ-2015 wAUÀ½£À ªÁºÀ£À ¨ÁrUÉ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.","Account office vehicle bill KA-25,D-108  Month of May-2015.",03-Jun-15,19500,08-Jun-15,19500
"2,129",1513,02-Jun-15,72238,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Killedar S F,"zsÁgÀªÁqÀ ""¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA-12 PÀZÉÃj PÉ®¸ÀPÁÌV ¨ÁrUÉ ¥ÀqÉzÀ mÁmÁ ¸ÀÄªÉÆÃ ªÁºÀ£À PÉ.J-25 ¦-2286 ªÀiÁZÀğ -2015 £ÉÃ wAUÀ¼À §UÉÎ.","Dharwad Division Zonal 12 Office purpose used Tata-sumo K.A-25 P-2286  March   -2015 month bill.






",04-Jun-15,24000,08-Jun-15,24000
"2,130",1512,02-Jun-15,72266,Hired Vehicle Rent-Officers,Hired Vehicle Rent,Killedar S F,"zsÁgÀªÁqÀ ""¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA-12 PÀZÉÃj PÉ®¸ÀPÁÌV ¨ÁrUÉ ¥ÀqÉzÀ mÁmÁ ¸ÀÄªÉÆÃ ªÁºÀ£À PÉ.J-25 ¦-2286 J¦æ¯ï-2015 £ÉÃ wAUÀ¼À §UÉÎ.","Dharwad Division Zonal 12 Office purpose used Tata-sumo K.A-25 P-2286 April-2015 month bill




",04-Jun-15,24000,08-Jun-15,24000
